prayer,date_local,time_local,utc_offset,lat,lng,elevation_m,source,notes
fajr,2017-07-01,03:55,0,40.4246,-3.56028,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars1; photometric inflection method; night median MSAS=18.16; MSAS at inflection=16.59; depression=8.88°; smoothing=5-pt median; dark rows=439
isha,2017-07-20,20:08,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=18.01; MSAS at inflection=17.68; depression=12.40°; smoothing=5-pt median; dark rows=1015
isha,2017-07-22,19:48,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=18.08; MSAS at inflection=16.05; depression=8.92°; smoothing=5-pt median; dark rows=1017
fajr,2017-07-23,04:39,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=18.08; MSAS at inflection=17.29; depression=10.19°; smoothing=5-pt median; dark rows=1017
isha,2017-07-23,20:15,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=18.07; MSAS at inflection=17.82; depression=14.00°; smoothing=5-pt median; dark rows=1028
fajr,2017-07-25,03:57,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=18.23; MSAS at inflection=18.07; depression=18.22°; smoothing=5-pt median; dark rows=1031
fajr,2017-07-29,04:05,-1,28.686,-17.766,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars4; photometric inflection method; night median MSAS=18.34; MSAS at inflection=18.32; depression=17.39°; smoothing=5-pt median; dark rows=141
fajr,2017-07-02,02:16,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.56; MSAS at inflection=18.65; depression=20.87°; smoothing=5-pt median; dark rows=835
isha,2017-07-03,20:55,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.41; MSAS at inflection=17.53; depression=10.95°; smoothing=5-pt median; dark rows=837
fajr,2017-07-04,03:43,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.41; MSAS at inflection=17.99; depression=10.86°; smoothing=5-pt median; dark rows=837
isha,2017-07-13,21:01,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=17.70; MSAS at inflection=17.42; depression=12.44°; smoothing=5-pt median; dark rows=867
fajr,2017-07-14,04:08,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=17.70; MSAS at inflection=15.81; depression=8.43°; smoothing=5-pt median; dark rows=867
isha,2017-07-14,20:43,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.11; MSAS at inflection=17.20; depression=10.05°; smoothing=5-pt median; dark rows=870
isha,2017-07-15,20:47,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.21; MSAS at inflection=17.46; depression=10.75°; smoothing=5-pt median; dark rows=874
fajr,2017-07-17,04:04,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=17.97; MSAS at inflection=17.04; depression=9.48°; smoothing=5-pt median; dark rows=877
isha,2017-07-17,22:04,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=17.94; MSAS at inflection=16.50; depression=20.82°; smoothing=5-pt median; dark rows=880
fajr,2017-07-18,02:32,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=17.94; MSAS at inflection=17.98; depression=21.36°; smoothing=5-pt median; dark rows=880
fajr,2017-07-20,02:47,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.41; MSAS at inflection=18.48; depression=20.13°; smoothing=5-pt median; dark rows=888
isha,2017-07-20,21:44,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=17.73; MSAS at inflection=17.09; depression=18.93°; smoothing=5-pt median; dark rows=882
isha,2017-07-21,20:37,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.41; MSAS at inflection=17.33; depression=10.00°; smoothing=5-pt median; dark rows=896
fajr,2017-07-22,04:00,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.41; MSAS at inflection=17.68; depression=10.76°; smoothing=5-pt median; dark rows=896
isha,2017-07-23,21:52,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.49; MSAS at inflection=18.24; depression=20.39°; smoothing=5-pt median; dark rows=903
fajr,2017-07-24,03:58,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.49; MSAS at inflection=18.08; depression=11.38°; smoothing=5-pt median; dark rows=903
isha,2017-07-24,21:51,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.59; MSAS at inflection=18.32; depression=20.48°; smoothing=5-pt median; dark rows=908
fajr,2017-07-25,03:43,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.59; MSAS at inflection=18.60; depression=13.81°; smoothing=5-pt median; dark rows=908
isha,2017-07-25,21:01,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.56; MSAS at inflection=18.27; depression=14.15°; smoothing=5-pt median; dark rows=914
fajr,2017-07-26,04:17,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.56; MSAS at inflection=16.93; depression=8.85°; smoothing=5-pt median; dark rows=914
isha,2017-07-28,20:50,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.50; MSAS at inflection=18.00; depression=13.10°; smoothing=5-pt median; dark rows=923
fajr,2017-07-29,04:04,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.50; MSAS at inflection=17.34; depression=11.39°; smoothing=5-pt median; dark rows=923
fajr,2017-07-31,03:58,0,40.451,-3.7261,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars5; photometric inflection method; night median MSAS=18.23; MSAS at inflection=18.15; depression=12.64°; smoothing=5-pt median; dark rows=933
isha,2017-07-25,20:47,-2,37.81391,-25.56859,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars56; photometric inflection method; night median MSAS=20.57; MSAS at inflection=20.56; depression=18.57°; smoothing=5-pt median; dark rows=107
fajr,2017-07-26,03:58,-2,37.81391,-25.56859,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars56; photometric inflection method; night median MSAS=20.57; MSAS at inflection=20.36; depression=8.18°; smoothing=5-pt median; dark rows=107
isha,2017-07-27,19:34,-2,37.81391,-25.56859,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars56; photometric inflection method; night median MSAS=20.51; MSAS at inflection=19.38; depression=7.58°; smoothing=5-pt median; dark rows=120
fajr,2017-07-28,03:29,-2,37.81391,-25.56859,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars56; photometric inflection method; night median MSAS=20.51; MSAS at inflection=20.48; depression=13.09°; smoothing=5-pt median; dark rows=120
isha,2017-07-28,20:17,-2,37.81391,-25.56859,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars56; photometric inflection method; night median MSAS=21.50; MSAS at inflection=21.50; depression=14.79°; smoothing=5-pt median; dark rows=135
fajr,2017-07-29,04:12,-2,37.81391,-25.56859,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars56; photometric inflection method; night median MSAS=21.50; MSAS at inflection=20.56; depression=6.08°; smoothing=5-pt median; dark rows=135
isha,2017-07-29,19:37,-2,37.81391,-25.56859,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars56; photometric inflection method; night median MSAS=21.52; MSAS at inflection=20.86; depression=8.50°; smoothing=5-pt median; dark rows=107
fajr,2017-07-30,03:59,-2,37.81391,-25.56859,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars56; photometric inflection method; night median MSAS=21.52; MSAS at inflection=21.45; depression=8.54°; smoothing=5-pt median; dark rows=107
isha,2017-07-30,19:53,-2,37.81391,-25.56859,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars56; photometric inflection method; night median MSAS=21.50; MSAS at inflection=21.49; depression=11.39°; smoothing=5-pt median; dark rows=120
fajr,2017-07-31,03:03,-2,37.81391,-25.56859,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars56; photometric inflection method; night median MSAS=21.50; MSAS at inflection=21.52; depression=17.74°; smoothing=5-pt median; dark rows=120
isha,2017-07-03,21:00,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=19.70; MSAS at inflection=18.04; depression=10.73°; smoothing=5-pt median; dark rows=290
fajr,2017-07-04,03:59,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=19.70; MSAS at inflection=17.97; depression=10.31°; smoothing=5-pt median; dark rows=290
isha,2017-07-05,20:44,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=18.80; MSAS at inflection=16.43; depression=8.53°; smoothing=5-pt median; dark rows=419
fajr,2017-07-06,02:44,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=18.80; MSAS at inflection=19.33; depression=20.03°; smoothing=5-pt median; dark rows=419
isha,2017-07-06,22:21,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=17.52; MSAS at inflection=18.25; depression=20.93°; smoothing=5-pt median; dark rows=396
isha,2017-07-07,20:51,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=18.49; MSAS at inflection=17.23; depression=9.70°; smoothing=5-pt median; dark rows=419
fajr,2017-07-09,03:29,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=18.12; MSAS at inflection=18.43; depression=15.06°; smoothing=5-pt median; dark rows=430
isha,2017-07-09,20:49,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=18.65; MSAS at inflection=17.46; depression=9.62°; smoothing=5-pt median; dark rows=427
isha,2017-07-11,22:17,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=18.88; MSAS at inflection=19.63; depression=20.95°; smoothing=5-pt median; dark rows=428
isha,2017-07-13,21:26,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=19.02; MSAS at inflection=20.17; depression=15.09°; smoothing=5-pt median; dark rows=434
fajr,2017-07-15,03:10,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=19.56; MSAS at inflection=18.78; depression=18.14°; smoothing=5-pt median; dark rows=412
fajr,2017-07-17,03:55,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=19.96; MSAS at inflection=19.07; depression=12.50°; smoothing=5-pt median; dark rows=409
isha,2017-07-18,20:48,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=20.28; MSAS at inflection=18.03; depression=10.33°; smoothing=5-pt median; dark rows=443
fajr,2017-07-20,02:49,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=20.30; MSAS at inflection=20.32; depression=21.41°; smoothing=5-pt median; dark rows=440
fajr,2017-07-28,03:49,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=20.14; MSAS at inflection=20.19; depression=15.24°; smoothing=5-pt median; dark rows=438
fajr,2017-07-29,04:16,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=20.24; MSAS at inflection=18.84; depression=11.27°; smoothing=5-pt median; dark rows=451
fajr,2017-07-31,04:15,0,39.78058,-6.0163,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars59; photometric inflection method; night median MSAS=20.42; MSAS at inflection=19.22; depression=11.79°; smoothing=5-pt median; dark rows=435
fajr,2017-07-02,03:18,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=20.97; MSAS at inflection=18.63; depression=10.63°; smoothing=5-pt median; dark rows=389
fajr,2017-07-03,03:14,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=20.63; MSAS at inflection=18.98; depression=11.15°; smoothing=5-pt median; dark rows=390
isha,2017-07-04,20:35,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=19.98; MSAS at inflection=17.56; depression=9.60°; smoothing=5-pt median; dark rows=393
isha,2017-07-05,20:34,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=19.16; MSAS at inflection=17.45; depression=9.59°; smoothing=5-pt median; dark rows=393
isha,2017-07-06,21:01,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=18.92; MSAS at inflection=18.01; depression=13.12°; smoothing=5-pt median; dark rows=392
fajr,2017-07-07,03:09,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=18.92; MSAS at inflection=19.86; depression=12.26°; smoothing=5-pt median; dark rows=392
isha,2017-07-07,21:28,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=18.45; MSAS at inflection=18.32; depression=16.34°; smoothing=5-pt median; dark rows=388
fajr,2017-07-08,01:35,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=18.45; MSAS at inflection=18.46; depression=21.99°; smoothing=5-pt median; dark rows=388
isha,2017-07-08,21:53,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=18.22; MSAS at inflection=18.12; depression=19.03°; smoothing=5-pt median; dark rows=387
fajr,2017-07-09,01:38,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=18.22; MSAS at inflection=17.83; depression=21.87°; smoothing=5-pt median; dark rows=387
isha,2017-07-09,20:32,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=18.59; MSAS at inflection=17.56; depression=9.58°; smoothing=5-pt median; dark rows=396
fajr,2017-07-10,02:48,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=18.59; MSAS at inflection=17.71; depression=15.15°; smoothing=5-pt median; dark rows=396
fajr,2017-07-11,02:47,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=18.70; MSAS at inflection=18.23; depression=15.47°; smoothing=5-pt median; dark rows=397
isha,2017-07-11,20:37,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=19.31; MSAS at inflection=18.21; depression=10.43°; smoothing=5-pt median; dark rows=398
fajr,2017-07-12,03:25,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=19.31; MSAS at inflection=18.08; depression=10.77°; smoothing=5-pt median; dark rows=398
isha,2017-07-13,20:39,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=19.80; MSAS at inflection=18.72; depression=10.88°; smoothing=5-pt median; dark rows=404
fajr,2017-07-14,03:12,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=19.80; MSAS at inflection=18.64; depression=12.70°; smoothing=5-pt median; dark rows=404
isha,2017-07-14,20:30,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=20.26; MSAS at inflection=17.77; depression=9.78°; smoothing=5-pt median; dark rows=405
fajr,2017-07-15,02:22,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=20.26; MSAS at inflection=18.36; depression=18.74°; smoothing=5-pt median; dark rows=405
isha,2017-07-15,20:38,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=20.60; MSAS at inflection=18.66; depression=10.91°; smoothing=5-pt median; dark rows=412
fajr,2017-07-16,03:33,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=20.60; MSAS at inflection=18.15; depression=10.21°; smoothing=5-pt median; dark rows=412
isha,2017-07-16,20:37,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=20.88; MSAS at inflection=18.75; depression=10.90°; smoothing=5-pt median; dark rows=413
fajr,2017-07-18,03:20,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=20.98; MSAS at inflection=19.42; depression=12.24°; smoothing=5-pt median; dark rows=418
isha,2017-07-21,20:32,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=21.27; MSAS at inflection=18.84; depression=10.99°; smoothing=5-pt median; dark rows=425
fajr,2017-07-22,03:30,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=21.27; MSAS at inflection=19.43; depression=11.58°; smoothing=5-pt median; dark rows=425
fajr,2017-07-23,03:19,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=21.32; MSAS at inflection=20.58; depression=13.18°; smoothing=5-pt median; dark rows=431
fajr,2017-07-24,03:34,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=21.40; MSAS at inflection=19.32; depression=11.32°; smoothing=5-pt median; dark rows=426
isha,2017-07-28,20:25,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=21.25; MSAS at inflection=18.88; depression=11.05°; smoothing=5-pt median; dark rows=443
fajr,2017-07-31,21:41,0,42.024592,0.734797,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars62; photometric inflection method; night median MSAS=20.31; MSAS at inflection=19.94; depression=21.61°; smoothing=5-pt median; dark rows=216
fajr,2017-07-01,03:56,-1,28.3,-16.509,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars63; photometric inflection method; night median MSAS=21.15; MSAS at inflection=21.20; depression=15.00°; smoothing=5-pt median; dark rows=313
fajr,2017-07-02,04:06,-1,28.3,-16.509,0.0,Zamorano J. et al. (2019). TESS-W sky brightness network. Zenodo monthly archives. https://zenodo.org/records/3378728. CC0 1.0.,TESS station stars63; photometric inflection method; night median MSAS=20.66; MSAS at inflection=20.46; depression=13.30°; smoothing=5-pt median; dark rows=506
